provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Azure,cloud_major,Virtual Machines Dpldsv6 Series,vm,japaneast,JA East,Standard_D4plds_v6,,,,none,0.037145,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4plds v6 Spot; sku=D4plds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebsv6-Series Linux,vm,southeastasia,AP Southeast,Standard_E8bs_v6,,,,none,0.153938,hour,USD,Consumption,Azure Retail Prices API raw row; meter=Standard_E8bs_v6 Spot; sku=Standard_E8bs_v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,uksouth,UK South,Standard_E48ds_v4,,,,none,0.811,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E48ds v4 Low Priority; sku=E48ds v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ev3 Series,vm,westeurope,EU West,Standard_E16_v3,,,,none,1.28,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16 v3/E16s v3; sku=E16 v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Dasv5 Series Cloud Services,vm,westus3,US West 3,Standard_D64as_v5,,,,none,2.278,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64as v5 Low Priority; sku=Standard_D64as_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edv4 Series,vm,australiaeast,AU East,Standard_E16d_v4,,,,none,0.346608,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16d v4 Spot; sku=E16d v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bpsv2 Series,vm,eastasia,AP East,Standard_B4ps_v2,,,,none,0.1674,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B4ps v2 Spot; sku=B4ps v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv4 Series,vm,eastus,US East,Standard_E32-8s_v4,,,,none,0.438883,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8s v4 Spot; sku=E32-8s v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,japaneast,JA East,Standard_E20s_v5,,,,none,1.52,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20s v5; sku=E20s v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Epdsv6 Series,vm,southeastasia,AP Southeast,Standard_E8pds_v6,,,,none,0.107738,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8pds v6 Spot; sku=E8pds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv4 Series,vm,uksouth,UK South,Standard_E16-4ds_v4,,,,none,0.27,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16-4ds v4 Low Priority; sku=E16-4ds v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebdsv5 Series,vm,westeurope,EU West,Standard_E64bds_v5,,,,none,1.176806,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E64bds v5 Spot; sku=Standard_E64bds_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCesv6 Series,vm,westus3,US West 3,Standard_DC4es_v6,,,,none,0.202,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC4esv6; sku=DC4esv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Bsv2 Series,vm,australiaeast,AU East,Standard_B32s_v2,,,,none,1.69,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B32s v2; sku=B32s v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv5 Series,vm,eastasia,AP East,Standard_E16-8ads_v5,,,,none,0.256502,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E16-8ads v5 Spot; sku=E16-8ads v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv4 Series,vm,eastus,US East,Standard_D48d_v4,,,,none,0.542,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48d v4 Low Priority; sku=D48d v4 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,japaneast,JA East,Standard_E4ads_v5,,,,none,0.502,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4ads v5; sku=E4ads v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dndsv6 Series Linux,vm,southeastasia,AP Southeast,Standard_D16nds_v6,,,,none,0.3126,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16nds v6 Spot; sku=D16nds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv6 Series,vm,uksouth,UK South,Standard_E48as_v6,,,,none,0.39912,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E48as v6 Spot; sku=E48as v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,DCsv3 Series Linux,vm,westeurope,EU West,Standard_DC16s_v3,,,,none,0.368,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC16s_v3 Low Priority; sku=standard_DC16s_v3 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westus3,US West 3,Standard_E4-2ds_v5,,,,none,0.288,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2ds v5; sku=E4-2ds v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv2 Series,vm,australiaeast,AU East,Standard_DS11-1_v2,,,,none,0.0399,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS11 v2 Low Priority; sku=DS11-1 v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dv2 Series,vm,eastasia,AP East,Standard_D11_v2,,,,none,0.042319,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D11 v2/DS11 v2 Spot; sku=D11 v2 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECasv5-series Linux,vm,eastus,US East,Standard_EC96as_v5,,,,none,1.086427,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC96as_v5 Spot; sku=Standard_EC96as_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines FX Series,vm,japaneast,JA East,Standard_FX24mds,,,,none,0.503395,hour,USD,Consumption,Azure Retail Prices API raw row; meter=FX24mds Spot; sku=Standard_FX24mds Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpdsv6 Series,vm,southeastasia,AP Southeast,Standard_D16pds_v6,,,,none,0.169092,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16pds v6 Spot; sku=D16pds v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dalsv7 Series,vm,uksouth,UK South,Standard_D2als_v7,,,,none,0.0934,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2als v7; sku=D2als v7.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,westeurope,EU West,Standard_E96-24s_v5,,,,none,1.348301,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E96-24s v5 Spot; sku=E96-24s v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Edsv5 Series,vm,westus3,US West 3,Standard_E32-8ds_v5,,,,none,0.426931,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-8ds v5 Spot; sku=E32-8ds v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Famsv7 Series,vm,australiaeast,AU East,Standard_F48ams_v7,,,,none,0.996072,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F48ams v7 Spot; sku=F48ams v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECasv6 series,vm,eastasia,AP East,Standard_EC64as_v6,,,,none,5.28,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC64asv6; sku=EC64asv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Eadsv5 Series CloudServices,vm,eastus,US East,Standard_E32-16ads_v5,,,,none,1.427,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16ads v5 Low Priority; sku=E32-16ads v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Daldsv6 Series,vm,japaneast,JA East,Standard_D4alds_v6,,,,none,0.0496,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D4alds v6 Low Priority; sku=D4alds v6 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Easv5 Series,vm,southeastasia,AP Southeast,Standard_E20as_v5,,,,none,1.36,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20as v5; sku=E20as v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dpsv5 Series,vm,uksouth,UK South,Standard_D2ps_v5,,,,none,0.0888,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ps v5; sku=Standard_D2ps_v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,ECadsv5-series Linux,vm,westeurope,EU West,Standard_EC96iads_v5,,,,none,1.444027,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC96iads_v5 Spot; sku=Standard_EC96iads_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv7 Series,vm,westus3,US West 3,Standard_E32-16ads_v7,,,,none,0.42929,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E32-16ads v7 Spot; sku=E32-16ads v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ESv3 Series,vm,australiaeast,AU East,Standard_E20s_v3,,,,none,1.509,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E20s v3; sku=E20s v3.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dsv4 Series,vm,eastasia,AP East,Standard_D64s_v4,,,,none,0.780595,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64s v4 Spot; sku=D64s v4 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Eadsv7 Series,vm,eastus,US East,Standard_E4ads_v7,,,,none,0.054114,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4ads v7 Spot; sku=E4ads v7 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Dasv5 Series Cloud Services,vm,japaneast,JA East,Standard_D96as_v5,,,,none,3.917,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D96as v5 Low Priority; sku=Standard_D96as_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ddv5 Series,vm,southeastasia,AP Southeast,Standard_D48d_v5,,,,none,0.677,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D48d v5 Low Priority; sku=Standard_D48d_v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Falsv6 Series,vm,uksouth,UK South,Standard_F8als_v6,,,,none,0.07306,hour,USD,Consumption,Azure Retail Prices API raw row; meter=F8als v6 Spot; sku=F8als v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Ebsv5 Series,vm,westeurope,EU West,Standard_E112ibs_v5,,,,none,2.026332,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E112ibs v5 Spot; sku=Standard_E112ibs_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv6 Series,vm,westus3,US West 3,Standard_D16pls_v6,,,,none,0.091661,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16pls v6 Spot; sku=D16pls v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,australiaeast,AU East,Standard_E4-2s_v5,,,,none,0.302,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E4-2s v5; sku=E4-2s v5.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines BS Series,vm,eastasia,AP East,Standard_B12ms,,,,none,0.701,hour,USD,Consumption,Azure Retail Prices API raw row; meter=B12ms; sku=B12ms.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dplsv5 Series,vm,eastus,US East,Standard_D64pls_v5,,,,none,0.460006,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D64pls v5 Spot; sku=Standard_D64pls_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv2 Series,vm,japaneast,JA East,Standard_DS5_v2,,,,none,1.636,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS5 v2; sku=DS5 v2.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DCadsccv5 Series,vm,southeastasia,AP Southeast,Standard_DC8ads_cc_v5,,,,none,0.095357,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DC8adscc v5 Spot; sku=Standard_DC8ads_cc_v5 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dlsv6 Series,vm,uksouth,UK South,Standard_D16ls_v6,,,,none,0.848,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D16ls v6; sku=D16ls v6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines ECadsv6 series Linux,vm,westeurope,EU West,Standard_EC2ads_v6,,,,none,0.175,hour,USD,Consumption,Azure Retail Prices API raw row; meter=EC2adsv6; sku=EC2adsv6.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Dlsv6 Series,vm,westus3,US West 3,Standard_D2ls_v6,,,,none,0.016503,hour,USD,Consumption,Azure Retail Prices API raw row; meter=D2ls v6 Spot; sku=D2ls v6 Spot.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines DSv2 Series,vm,australiaeast,AU East,Standard_DS5_v2,,,,none,0.269,hour,USD,Consumption,Azure Retail Prices API raw row; meter=DS5 v2 Low Priority; sku=DS5 v2 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Virtual Machines Esv5 Series,vm,eastasia,AP East,Standard_E8-4s_v5,,,,none,0.134,hour,USD,Consumption,Azure Retail Prices API raw row; meter=E8-4s v5 Low Priority; sku=E8-4s v5 Low Priority.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
